当日链接,比赛详情链接,日期,联赛名,主队,客队,竞彩主胜初赔,竞彩平局初赔,竞彩客胜初赔,竞彩主胜终赔,竞彩平局终赔,竞彩客胜终赔,Crown初盘让球,Crown初盘让球主赔,Crown初盘让球客赔,Crown终盘让球,Crown终盘让球主赔,Crown终盘让球客赔,赛果,首先进球球队
http://bf.win007.com/football/Over_20200716.htm	,http://op1.win007.com/oddslist/1875354.htm	,2020.07.16	,挪超	,斯塔贝克	,萨普斯堡	,2.36	,3.08	,2.60	,2.45	,2.95	,2.58	,平手/半球	,0.99	,0.89	,平手	,0.97	,0.92	,1	,3	
http://bf.win007.com/football/Over_20200716.htm	,http://op1.win007.com/oddslist/1875382.htm	,2020.07.17	,瑞典超	,瓦尔贝里	,米亚尔比	,2.42	,3.02	,2.58	,2.65	,3.02	,2.35	,平手/半球	,0.97	,0.91	,平手	,1.16	,0.76	,3	,3	
http://bf.win007.com/football/Over_20200715.htm	,http://op1.win007.com/oddslist/1745218.htm	,2020.07.15	,葡超	,摩里伦斯	,费雷拉	,2.47	,2.85	,2.65	,2.65	,2.85	,2.47	,平手	,0.83	,1.05	,受让平手/半球	,1.03	,0.87	,1	,3	
http://bf.win007.com/football/Over_20200715.htm	,http://op1.win007.com/oddslist/1875351.htm	,2020.07.15	,挪超	,斯托姆加斯特	,莫达伦	,2.25	,3.35	,2.56	,2.40	,3.35	,2.40	,平手/半球	,0.87	,1.01	,平手	,0.99	,0.90	,3	,3	
http://bf.win007.com/football/Over_20200715.htm	,http://op1.win007.com/oddslist/1875352.htm	,2020.07.15	,挪超	,桑德菲杰	,奥勒松	,2.22	,3.35	,2.60	,2.40	,3.30	,2.42	,平手/半球	,1.02	,0.86	,平手	,1.01	,0.89	,3	,3	
http://bf.win007.com/football/Over_20200712.htm	,http://op1.win007.com/oddslist/1875370.htm	,2020.07.12	,瑞典超	,奥雷布洛	,瓦尔贝里	,2.29	,3.15	,2.65	,2.53	,3.10	,2.40	,平手/半球	,1.07	,0.81	,平手	,1.03	,0.87	,3	,3	
http://bf.win007.com/football/Over_20200706.htm	,http://op1.win007.com/oddslist/1874077.htm	,2020.07.07	,瑞典超	,奥斯特桑斯	,米亚尔比	,2.30	,3.10	,2.65	,2.72	,3.10	,2.26	,平手	,0.86	,1.02	,受让平手/半球	,0.78	,1.13	,0	,0	
http://bf.win007.com/football/Over_20200705.htm	,http://op1.win007.com/oddslist/1872914.htm	,2020.07.05	,日职乙	,山口雷法	,FC爱媛	,2.38	,3.12	,2.55	,2.42	,3.12	,2.50	,平手/半球	,0.95	,0.87	,平手	,0.99	,0.90	,0	,0	
http://bf.win007.com/football/Over_20200705.htm	,http://op1.win007.com/oddslist/1872915.htm	,2020.07.05	,日职乙	,枥木SC	,东京绿茵	,2.45	,2.90	,2.62	,2.54	,2.90	,2.54	,平手	,0.75	,1.07	,平手	,0.86	,1.04	,1	,3	
http://bf.win007.com/football/Over_20200705.htm	,http://op1.win007.com/oddslist/1872203.htm	,2020.07.05	,挪超	,斯托姆加斯特	,基斯迪辛特	,2.22	,3.35	,2.60	,2.55	,3.35	,2.26	,平手/半球	,1.08	,0.80	,平手	,1.08	,0.82	,1	,0	
http://bf.win007.com/football/Over_20200704.htm	,http://op1.win007.com/oddslist/1872922.htm	,2020.07.04	,日职乙	,北九州向日葵	,FC琉球	,2.23	,3.15	,2.72	,2.40	,3.10	,2.53	,平手/半球	,0.99	,0.83	,平手	,1.00	,0.89	,3	,3	
http://bf.win007.com/football/Over_20200704.htm	,http://op1.win007.com/oddslist/1843728.htm	,2020.07.04	,日职联	,神户胜利船	,广岛三箭	,2.22	,3.30	,2.65	,2.36	,3.30	,2.45	,平手/半球	,1.03	,0.85	,平手	,0.95	,0.94	,0	,0	
http://bf.win007.com/football/Over_20200701.htm	,http://op1.win007.com/oddslist/1728002.htm	,2020.07.01	,英冠	,普雷斯顿	,德比郡	,2.16	,3.08	,2.80	,2.36	,3.05	,2.55	,平手/半球	,0.87	,1.01	,平手	,0.83	,1.07	,0	,0	
