当日链接,比赛详情链接,日期,联赛名,主队,客队,初盘亚盘,终盘亚盘,终盘亚盘水位,初盘大球盘口,终盘大球盘口,终盘大球水位,中场大小盘,中场大球水位,上半场进球数,最终进球数,下半场75前进球数,75分钟后进球数,80分钟后进球数
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1837032cn.htm	,2020.02.01	,大西洋杯	,布拉格斯拉维亚	,奥胡斯	,半球	,半球/一球	,0.71/1.12	,2.5/3	,2.5/3	,0.75/1.05	,3.5	,1.03/0.83	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1839471cn.htm	,2020.02.01	,球会友谊	,蒙斯特	,洛特维达蒙士达	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,9	,3	,3	,1	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1807965cn.htm	,2020.02.01	,印度超	,可拉拉	,泰坦	,平手	,受让平手/半球	,0.70/1.19	,2.5/3	,2.5/3	,0.77/1.07	,4.5	,0.91/0.93	,3	,9	,3	,3	,2	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1836793cn.htm	,2020.02.01	,法女杯	,蒙彼利埃女足	,梅斯女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,8	,2	,2	,2	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1739745cn.htm	,2020.02.01	,英议南	,茨伯翰	,达特福德队	,受让平手/半球	,受让平手/半球	,0.97/0.87	,2.5/3	,2.5	,0.84/0.98	,没有中场或45或46	,没有中场或45或46	,6	,6	,0	,0	,0	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1739748cn.htm	,2020.02.01	,英议南	,哈姆雷特	,车姆斯福特	,平手/半球	,平手	,0.81/1.03	,2.5/3	,2.5	,0.84/0.98	,没有中场或45或46	,没有中场或45或46	,3	,8	,3	,2	,1	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1739750cn.htm	,2020.02.01	,英议南	,富莫咸普顿	,亨格福德镇	,半球/一球	,半球/一球	,0.82/1.02	,2.5/3	,2.5/3	,1.01/0.81	,没有中场或45或46	,没有中场或45或46	,4	,8	,2	,2	,2	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1739291cn.htm	,2020.02.01	,英议北	,约克城	,切斯特	,平手/半球	,平手/半球	,0.80/1.04	,2.5	,2/2.5	,0.82/1.00	,没有中场或45或46	,没有中场或45或46	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1730527cn.htm	,2020.02.01	,苏甲	,蒙特罗斯	,彼得黑德	,半球	,半球	,0.80/0.90	,2.5/3	,2.5/3	,0.95/0.75	,没有中场或45或46	,没有中场或45或46	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1839044cn.htm	,2020.02.01	,欧室锦标	,北爱尔兰室内足球队	,土耳其室内足球队	,受让三球半	,受让三球半	,1.04/0.76	,7.5	,7.5	,0.88/0.88	,没有中场或45或46	,没有中场或45或46	,6	,6	,0	,0	,0	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1838218cn.htm	,2020.02.01	,世室欧预	,斯洛伐克室内足球队	,阿塞拜疆室内足球队	,受让两球	,受让两球	,0.92/0.88	,5.5	,5.5	,0.90/0.86	,没有中场或45或46	,没有中场或45或46	,6	,6	,0	,0	,0	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1839047cn.htm	,2020.02.02	,欧室锦标	,比利时室内足球队	,黑山室內足球队	,球半	,球半	,0.85/0.95	,7.5	,7.5	,1.01/0.75	,没有中场或45或46	,没有中场或45或46	,6	,6	,0	,0	,0	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1763616cn.htm	,2020.02.02	,意甲	,森索罗	,罗马	,受让半球/一球	,受让半球/一球	,0.93/0.97	,3	,3	,0.93/0.97	,4.5/5	,0.84/1.04	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1812962cn.htm	,2020.02.02	,新西兰联	,伊斯特恩沙伯奥克兰	,南方联	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200331.htm	,http://live.win007.com/detail/1865663cn.htm	,2020.04.01	,球会友谊	,菲提亚	,阿弗里坎斯卡FC	,受让平手/半球	,受让平手/半球	,0.70/1.00	,4	,4	,0.89/0.81	,5/5.5	,0.80/0.90	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200331.htm	,http://live.win007.com/detail/1686850cn.htm	,2020.11.17	,欧青U21外	,克罗地亚U21	,立陶宛U21	,两球半	,两球/两球半	,1.03/0.79	,3.5	,3/3.5	,0.89/0.91	,5	,1.12/0.75	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200328.htm	,http://live.win007.com/detail/1862280cn.htm	,2020.03.28	,球会友谊	,赫根	,尤特斯科腾	,两球半	,三球/三球半	,0.85/0.85	,3.5/4	,4.5	,0.82/0.88	,没有中场或45或46	,没有中场或45或46	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200328.htm	,http://live.win007.com/detail/1865440cn.htm	,2020.03.28	,球会友谊	,托阿普沙里安森女足	,布拉姆胡特女足	,受让两球半/三球	,受让两球半/三球	,0.85/0.85	,4.5/5	,4.5/5	,0.80/0.90	,2.5/3	,0.77/0.93	,1	,7	,5	,1	,0	
http://bf.win007.com/football/Over_20200328.htm	,http://live.win007.com/detail/1865414cn.htm	,2020.03.28	,球会友谊	,艾基图纳所达	,埃斯基尔斯巴比伦	,半球	,半球	,1.11/0.60	,4/4.5	,4/4.5	,0.90/0.80	,2.5	,0.74/0.96	,1	,8	,5	,2	,1	
http://bf.win007.com/football/Over_20200328.htm	,http://live.win007.com/detail/1865427cn.htm	,2020.03.29	,尼拉U20	,埃斯特利U20	,拉斯萨巴纳斯U20	,两球半	,三球/三球半	,0.75/0.95	,4	,5	,0.91/0.79	,5	,0.70/1.00	,2	,8	,4	,2	,2	
http://bf.win007.com/football/Over_20200324.htm	,http://live.win007.com/detail/1863479cn.htm	,2020.03.25	,球会友谊	,图默利拉IF	,隆德U19	,一球/球半	,球半/两球	,0.86/0.96	,4/4.5	,4/4.5	,1.02/0.78	,5/5.5	,0.89/0.91	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200322.htm	,http://live.win007.com/detail/1862891cn.htm	,2020.03.22	,球会友谊	,LFKB莫斯科	,PF莫斯科	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200322.htm	,http://live.win007.com/detail/1862872cn.htm	,2020.03.22	,球会友谊	,托尔恩格鲁本	,马利赫姆	,半球/一球	,球半	,0.82/1.00	,4	,3.5/4	,0.84/0.96	,5	,0.82/0.98	,3	,8	,3	,2	,0	
http://bf.win007.com/football/Over_20200322.htm	,http://live.win007.com/detail/1862873cn.htm	,2020.03.22	,球会友谊	,柏根台女足	,桑德比女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200322.htm	,http://live.win007.com/detail/1862877cn.htm	,2020.03.22	,球会友谊	,索德拉罗伦BIK	,洛维斯塔德斯IF	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200321.htm	,http://live.win007.com/detail/1862252cn.htm	,2020.03.21	,球会友谊	,马卡里德斯	,瓦斯特拉卡鲁普斯IF	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,1	,6	,5	,0	,0	
http://bf.win007.com/football/Over_20200321.htm	,http://live.win007.com/detail/1862193cn.htm	,2020.03.21	,球会友谊	,赫根	,佐高平斯	,球半	,球半/两球	,0.97/0.85	,3.5	,3.5/4	,0.95/0.85	,没有中场或45或46	,没有中场或45或46	,5	,7	,1	,1	,0	
http://bf.win007.com/football/Over_20200321.htm	,http://live.win007.com/detail/1862253cn.htm	,2020.03.21	,球会友谊	,高美尔	,利达	,半球/一球	,半球/一球	,1.00/0.82	,2.5/3	,2.5/3	,0.85/0.95	,4.5	,0.89/0.91	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200321.htm	,http://live.win007.com/detail/1862256cn.htm	,2020.03.21	,球会友谊	,FC奥卡斯图皮诺U20	,瑟尔普霍夫	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,1	,7	,5	,1	,1	
http://bf.win007.com/football/Over_20200320.htm	,http://live.win007.com/detail/1862160cn.htm	,2020.03.21	,球会友谊	,隆德SK	,斯卡伯斯乔	,平手/半球	,半球	,0.97/0.85	,4	,3.5/4	,0.90/0.90	,2.5	,0.98/0.82	,1	,7	,5	,1	,0	
http://bf.win007.com/football/Over_20200318.htm	,http://live.win007.com/detail/1862096cn.htm	,2020.03.18	,球会友谊	,FK泽尼特伊热夫斯克	,卡马斯	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200315.htm	,http://live.win007.com/detail/1860948cn.htm	,2020.03.15	,球会友谊	,艾斯洛	,FBK巴尔坎	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,1	,8	,5	,2	,0	
http://bf.win007.com/football/Over_20200315.htm	,http://live.win007.com/detail/1860947cn.htm	,2020.03.15	,球会友谊	,皇后学院女足	,绿水女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,9	,3	,3	,2	
http://bf.win007.com/football/Over_20200314.htm	,http://live.win007.com/detail/1860451cn.htm	,2020.03.14	,澳足总	,吉朗	,莫纳什大学	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200314.htm	,http://live.win007.com/detail/1860736cn.htm	,2020.03.14	,球会友谊	,瓦姆波斯	,埃斯基通纳城	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,6	,6	,0	,0	,0	
http://bf.win007.com/football/Over_20200310.htm	,http://live.win007.com/detail/1856409cn.htm	,2020.03.10	,国际友谊	,罗马尼亚女足	,匈牙利女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,8	,4	,2	,2	
http://bf.win007.com/football/Over_20200310.htm	,http://live.win007.com/detail/1857767cn.htm	,2020.03.10	,国际友谊	,比克女足	,中国香港女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200309.htm	,http://live.win007.com/detail/1826364cn.htm	,2020.03.09	,美职业	,洛杉矶FC	,费城联合	,一球/球半	,球半	,1.01/0.87	,3/3.5	,3.5	,0.91/0.96	,3.5/4	,0.78/1.09	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200308.htm	,http://live.win007.com/detail/1753270cn.htm	,2020.03.09	,阿甲	,圣洛伦索	,拉努斯	,平手	,平手	,1.17/0.75	,2/2.5	,2/2.5	,0.92/0.94	,3/3.5	,0.86/1.00	,2	,7	,4	,1	,0	
http://bf.win007.com/football/Over_20200307.htm	,http://live.win007.com/detail/1784070cn.htm	,2020.03.07	,澳洲甲	,阿德莱德联	,西部联	,半球/一球	,半球/一球	,0.84/1.06	,3	,3/3.5	,0.92/0.96	,6/6.5	,0.98/0.89	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200303.htm	,http://live.win007.com/detail/1840845cn.htm	,2020.09.15	,亚冠杯	,阿尔艾因	,阿尔萨德	,受让一球/球半	,受让球半	,0.98/0.90	,3	,3.5	,0.87/0.99	,5	,0.80/1.06	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200301.htm	,http://live.win007.com/detail/1735106cn.htm	,2020.03.01	,德乙	,波鸿	,桑德豪森	,平手/半球	,平手/半球	,1.09/0.81	,2.5	,2/2.5	,0.84/1.04	,5/5.5	,0.85/1.02	,4	,8	,2	,2	,2	
http://bf.win007.com/football/Over_20200430.htm	,http://live.win007.com/detail/1866878cn.htm	,2020.04.30	,白俄女超	,ABFF女足U19	,明斯克戴拿模女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20200429.htm	,http://live.win007.com/detail/1867471cn.htm	,2020.04.29	,白俄业余	,法沃里特明斯克	,空军之星	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200426.htm	,http://live.win007.com/detail/1867431cn.htm	,2020.04.26	,白俄业余	,白俄罗斯桑德兰	,FC马切利希	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200425.htm	,http://live.win007.com/detail/1867252cn.htm	,2020.04.25	,白俄乙	,SMI奥托特兰斯	,埃涅尔格提克巴加图	,半球	,平手/半球	,0.88/0.82	,3.5	,3.5	,0.83/0.87	,4.5/5	,0.78/0.92	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200425.htm	,http://live.win007.com/detail/1867196cn.htm	,2020.04.25	,白俄乙	,萨克杜亚B队	,维多利玛伊戈尔卡	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,0	
http://bf.win007.com/football/Over_20200420.htm	,http://live.win007.com/detail/1840837cn.htm	,2020.09.22	,亚冠杯	,塔亚文	,沙瑞加	,半球	,受让平手/半球	,0.81/1.07	,2.5	,2/2.5	,0.89/0.97	,2/2.5	,0.87/0.99	,1	,6	,5	,0	,0	
http://bf.win007.com/football/Over_20200418.htm	,http://live.win007.com/detail/1866891cn.htm	,2020.04.18	,白俄乙	,柴卡塞瓦	,莫洛迪兹诺	,受让两球半	,受让两球半/三球	,0.86/0.84	,3.5/4	,4.5/5	,0.76/0.94	,6	,0.86/0.84	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200416.htm	,http://live.win007.com/detail/1866813cn.htm	,2020.04.16	,白俄后备	,伯希纳博布鲁伊斯克后备队	,斯莫列维奇后备队	,受让平手/半球	,受让半球/一球	,0.88/0.82	,3.5	,4	,0.89/0.81	,4	,0.88/0.82	,2	,8	,4	,2	,1	
http://bf.win007.com/football/Over_20200416.htm	,http://live.win007.com/detail/1866877cn.htm	,2020.04.17	,球会友谊	,艾维史堡	,加达克BK	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,8	,2	,2	,1	
http://bf.win007.com/football/Over_20200410.htm	,http://live.win007.com/detail/1866480cn.htm	,2020.04.10	,白俄后备	,戈洛迪亚后备队	,明斯克迪纳摩后备队	,受让两球/两球半	,受让球半	,0.93/0.77	,3.5	,3/3.5	,0.80/0.90	,4/4.5	,0.82/0.88	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200409.htm	,http://live.win007.com/detail/1866490cn.htm	,2020.04.10	,球会友谊	,纳卡伊利里亚	,阿西里斯卡联队	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200408.htm	,http://live.win007.com/detail/1866483cn.htm	,2020.04.08	,球会友谊	,纳夫田	,波罗斯克	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200408.htm	,http://live.win007.com/detail/1866473cn.htm	,2020.04.09	,尼拉U20	,法拉帝水流U20	,马德里斯U20	,半球/一球	,平手	,1.53/0.25	,3	,3.5	,0.50/1.11	,4.5/5	,0.64/1.06	,3	,4	,1	,0	,0	
http://bf.win007.com/football/Over_20200405.htm	,http://live.win007.com/detail/1865788cn.htm	,2020.04.05	,球会友谊	,布兰德伯格	,奥林匹亚法尔斯塔	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,9	,3	,3	,3	
http://bf.win007.com/football/Over_20200405.htm	,http://live.win007.com/detail/1865746cn.htm	,2020.04.05	,球会友谊	,萨维达伦斯女足	,泽尼斯女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,10	,2	,4	,3	
http://bf.win007.com/football/Over_20200405.htm	,http://live.win007.com/detail/1865732cn.htm	,2020.04.06	,球会友谊	,阿尔塔(SWE)	,阿西特拉保	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,7	,4	,1	,1	
http://bf.win007.com/football/Over_20200403.htm	,http://live.win007.com/detail/1865703cn.htm	,2020.04.04	,球会友谊	,桑德尔	,古赫登斯	,半球	,半球	,0.84/0.86	,3.5/4	,3.5/4	,0.84/0.86	,没有中场或45或46	,没有中场或45或46	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200530.htm	,http://live.win007.com/detail/1733667cn.htm	,2020.05.30	,捷甲	,皮尔森	,博雷斯拉夫	,一球/球半	,球半	,0.86/1.02	,2.5/3	,3	,0.88/0.98	,5.5/6	,0.89/0.97	,4	,8	,2	,2	,2	
http://bf.win007.com/football/Over_20200529.htm	,http://live.win007.com/detail/1738059cn.htm	,2020.05.30	,匈甲	,卡波斯瓦里	,萨拉格斯基	,受让半球	,受让一球/球半	,0.88/0.96	,2.5/3	,3	,0.80/1.02	,7	,1.04/0.78	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200523.htm	,http://live.win007.com/detail/1867554cn.htm	,2020.05.23	,法罗甲	,B36拖锡云	,史卡拉	,两球半	,两球半	,0.85/0.85	,3.5/4	,3/3.5	,0.77/0.93	,7	,0.82/0.88	,5	,8	,1	,2	,2	
http://bf.win007.com/football/Over_20200521.htm	,http://live.win007.com/detail/1865887cn.htm	,2020.05.21	,布隆迪超	,穆桑加蒂	,奥运竞技	,一球/球半	,一球/球半	,0.90/0.80	,2.5	,2.5	,0.76/0.94	,7	,0.70/1.00	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200521.htm	,http://live.win007.com/detail/1868639cn.htm	,2020.05.21	,球会友谊	,卡尔维纳	,弗里德克	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200520.htm	,http://live.win007.com/detail/1868588cn.htm	,2020.05.20	,球会友谊	,奥林巴斯FC	,凯伦FC	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,8	,4	,2	,2	
http://bf.win007.com/football/Over_20200519.htm	,http://live.win007.com/detail/1868245cn.htm	,2020.05.19	,球会友谊	,济斯科夫	,塔波斯科	,一球	,两球	,1.01/0.69	,3.5	,4	,0.90/0.80	,4.5/5	,0.70/1.00	,3	,9	,3	,3	,3	
http://bf.win007.com/football/Over_20200516.htm	,http://live.win007.com/detail/1866854cn.htm	,2020.05.16	,白俄后备	,伯希纳博布鲁伊斯克后备队	,维特布斯克后备队	,半球	,球半/两球	,0.87/0.83	,3/3.5	,3.5/4	,0.87/0.83	,5/5.5	,0.94/0.76	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200513.htm	,http://live.win007.com/detail/1867939cn.htm	,2020.05.13	,球会友谊	,南定	,海防水泥队	,平手/半球	,平手/半球	,0.95/0.75	,4	,4	,0.95/0.75	,4/4.5	,0.82/0.88	,3	,9	,3	,3	,3	
http://bf.win007.com/football/Over_20200513.htm	,http://live.win007.com/detail/1868103cn.htm	,2020.05.13	,球会友谊	,布尔诺	,乌尼邱夫	,两球	,两球半/三球	,0.90/0.70	,3.5/4	,4.5	,0.60/1.00	,没有中场或45或46	,没有中场或45或46	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200513.htm	,http://live.win007.com/detail/1727172cn.htm	,2020.07.26	,瑞士超	,巴塞尔	,卢加诺	,一球	,半球/一球	,0.94/0.95	,3	,3	,0.92/0.95	,6.5/7	,0.88/0.98	,5	,8	,1	,2	,1	
http://bf.win007.com/football/Over_20200512.htm	,http://live.win007.com/detail/1868105cn.htm	,2020.05.12	,球会友谊	,布拉格斯巴达	,伊赫拉瓦	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,7	,4	,1	,1	
http://bf.win007.com/football/Over_20200511.htm	,http://live.win007.com/detail/1867429cn.htm	,2020.05.11	,白俄女超	,迪尼伯女足	,明斯克戴拿模女足	,受让七球/七球半	,受让七球/七球半	,0.82/0.88	,8	,8/8.5	,0.85/0.85	,9/9.5	,0.71/0.99	,5	,7	,1	,1	,0	
http://bf.win007.com/football/Over_20200510.htm	,http://live.win007.com/detail/1867111cn.htm	,2020.05.10	,白俄乙	,奥斯特罗韦茨	,柴卡塞瓦	,三球/三球半	,四球/四球半	,0.75/0.85	,4/4.5	,5/5.5	,0.62/0.98	,4.5	,0.55/1.17	,2	,8	,4	,2	,1	
http://bf.win007.com/football/Over_20200510.htm	,http://live.win007.com/detail/1866504cn.htm	,2020.05.10	,白俄女超	,ABFF女足U19	,鲍伯拉屈克女足	,受让一球/球半	,受让半球	,0.90/0.70	,4	,4	,0.98/0.62	,3.5/4	,0.79/0.91	,2	,7	,4	,1	,1	
http://bf.win007.com/football/Over_20200510.htm	,http://live.win007.com/detail/1867110cn.htm	,2020.05.10	,白俄乙	,比斯特戴拿模B队	,伊瓦采维奇	,球半/两球	,两球/两球半	,0.70/0.90	,3.5	,3.5/4	,0.70/0.90	,5/5.5	,0.93/0.77	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200510.htm	,http://live.win007.com/detail/1867787cn.htm	,2020.05.10	,白俄业余	,巴拉诺维奇基	,男巴拉诺维奇	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200510.htm	,http://live.win007.com/detail/1861157cn.htm	,2020.05.10	,白俄超	,斯莫列维奇	,鲍里索夫巴特	,受让球半	,受让一球/球半	,0.99/0.77	,2.5	,2/2.5	,0.80/0.96	,5/5.5	,0.75/1.01	,4	,8	,2	,2	,2	
http://bf.win007.com/football/Over_20200510.htm	,http://live.win007.com/detail/1867756cn.htm	,2020.05.10	,白俄业余	,白俄罗斯桑托斯	,蒂姆B-12	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,0	
http://bf.win007.com/football/Over_20200507.htm	,http://live.win007.com/detail/1867716cn.htm	,2020.05.07	,球会友谊	,耶烈万火车头	,马西斯	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200503.htm	,http://live.win007.com/detail/1867518cn.htm	,2020.05.04	,白俄业余	,LT明斯克	,梅卓斯特洛伊	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200503.htm	,http://live.win007.com/detail/1833673cn.htm	,2020.12.15	,玻利甲	,史庄格斯	,奥利恩特	,两球半/三球	,两球半/三球	,0.60/1.28	,3.5/4	,3.5/4	,0.60/1.25	,5	,1.00/0.82	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200630.htm	,http://live.win007.com/detail/1740846cn.htm	,2020.07.01	,西甲	,马洛卡	,塞尔塔	,受让平手/半球	,平手	,1.13/0.79	,2	,2/2.5	,1.05/0.85	,4.5	,1.05/0.83	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200627.htm	,http://live.win007.com/detail/1867355cn.htm	,2020.06.27	,奥甲	,奥地利维也纳	,圣珀尔滕	,半球/一球	,半球	,1.05/0.85	,2.5	,2.5/3	,0.97/0.90	,5.5	,1.06/0.80	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200627.htm	,http://live.win007.com/detail/1763680cn.htm	,2020.06.28	,意甲	,卡利亚里	,都灵	,平手	,平手/半球	,1.19/0.75	,2.5	,2/2.5	,1.04/0.86	,3.5	,1.01/0.87	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200619.htm	,http://live.win007.com/detail/1861754cn.htm	,2020.06.19	,越南甲	,甫宪	,芹苴	,一球	,平手/半球	,0.78/0.92	,2.5/3	,2/2.5	,0.77/0.93	,6.5	,0.86/0.84	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200615.htm	,http://live.win007.com/detail/1736648cn.htm	,2020.06.15	,捷乙	,布尔诺	,伊赫拉瓦	,半球/一球	,一球	,0.95/0.89	,2.5/3	,3/3.5	,0.96/0.86	,4.5	,0.79/1.03	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200614.htm	,http://live.win007.com/detail/1831352cn.htm	,2020.06.14	,韩K联	,大邱FC	,FC首尔	,半球	,半球	,0.84/1.06	,2/2.5	,2/2.5	,0.93/0.94	,4/4.5	,0.80/1.06	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200613.htm	,http://live.win007.com/detail/1732289cn.htm	,2020.06.14	,保超	,索非亚斯拉维亚	,贝尔罗	,半球	,平手/半球	,1.08/0.76	,2	,2/2.5	,0.98/0.84	,5/5.5	,0.81/1.01	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200612.htm	,http://live.win007.com/detail/1869149cn.htm	,2020.06.12	,白俄后备	,利文哥特奴后备队	,斯莫列维奇后备队	,一球	,两球	,0.86/0.84	,3	,3.5/4	,0.83/0.87	,5	,1.07/0.73	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200611.htm	,http://live.win007.com/detail/1850048cn.htm	,2020.06.11	,越南联	,岘港	,广南FC	,半球	,平手/半球	,0.76/1.00	,2.5	,2.5/3	,0.95/0.81	,没有中场或45或46	,没有中场或45或46	,3	,7	,3	,1	,1	
